Unnamed: 0.1,Unnamed: 0,암호화요양기호,요양기관명,기타인력코드,기타인력코드명,기타인력수
2734,25722,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,강민의료재단 나누리요양병원,200,사회복지사,2
2735,25723,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,정안요양병원,100,물리치료사,1
2736,25724,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,정안요양병원,200,사회복지사,1
2737,25725,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,의)우아의료재단 달동길메리요양병원,100,물리치료사,20
2738,25726,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,의)우아의료재단 달동길메리요양병원,110,작업치료사,11
2739,25727,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,의)우아의료재단 달동길메리요양병원,200,사회복지사,1
2740,25728,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인한솔의료재단 한서재활요양병원,71,약사,1
2741,25729,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인한솔의료재단 한서재활요양병원,100,물리치료사,8
2742,25730,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인한솔의료재단 한서재활요양병원,110,작업치료사,4
2743,25731,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인한솔의료재단 한서재활요양병원,200,사회복지사,1
2744,25732,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNzEjJDEjJDgjJDgz,의료법인백경의료재단김해강남요양병원,100,물리치료사,1
2745,25733,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNzEjJDEjJDgjJDgz,의료법인백경의료재단김해강남요양병원,200,사회복지사,1
2746,25734,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,한빛요양병원,71,약사,1
2747,25735,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,한빛요양병원,100,물리치료사,9
2748,25736,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,한빛요양병원,110,작업치료사,5
2749,25737,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,한빛요양병원,200,사회복지사,1
2750,25738,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,갤러리의아침요양병원,100,물리치료사,1
2751,25739,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,갤러리의아침요양병원,200,사회복지사,1
2752,25740,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,합천고려요양병원,71,약사,1
2753,25741,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,합천고려요양병원,100,물리치료사,1
2754,25742,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,합천고려요양병원,200,사회복지사,1
2755,25745,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjNzEjJDEjJDgjJDgz,언양아하브요양병원,71,약사,1
2756,25746,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjNzEjJDEjJDgjJDgz,언양아하브요양병원,200,사회복지사,1
2757,25747,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서종요양병원,100,물리치료사,1
2758,25748,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서종요양병원,200,사회복지사,1
2759,25749,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,재단법인그루터기장유은혜요양병원,100,물리치료사,1
2760,25750,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,재단법인그루터기장유은혜요양병원,200,사회복지사,1
2761,25751,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,청담요양병원,71,약사,1
2762,25752,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,청담요양병원,100,물리치료사,12
2763,25753,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,청담요양병원,110,작업치료사,6
2764,25754,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,청담요양병원,200,사회복지사,1
2765,25755,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNDEjJDEjJDQjJDgz,북면이화요양병원,100,물리치료사,6
2766,25756,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNDEjJDEjJDQjJDgz,북면이화요양병원,110,작업치료사,3
2767,25757,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNDEjJDEjJDQjJDgz,북면이화요양병원,200,사회복지사,1
2768,25758,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,합천요양병원,100,물리치료사,2
2769,25759,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,합천요양병원,200,사회복지사,1
2770,25760,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,메트로요양병원,100,물리치료사,2
2771,25761,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,메트로요양병원,200,사회복지사,1
2772,25766,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,의료법인벽암의료재단 큰바다요양병원,100,물리치료사,1
2773,25767,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,의료법인벽암의료재단 큰바다요양병원,200,사회복지사,1
2774,25768,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,시립마산요양병원,71,약사,1
2775,25769,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,시립마산요양병원,100,물리치료사,7
2776,25770,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,시립마산요양병원,110,작업치료사,4
2777,25771,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,시립마산요양병원,200,사회복지사,1
2778,25772,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,온요양병원,71,약사,1
2779,25773,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,온요양병원,100,물리치료사,10
2780,25774,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,온요양병원,110,작업치료사,3
2781,25775,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,온요양병원,200,사회복지사,1
2782,25776,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,친절요양병원,71,약사,1
2783,25777,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,친절요양병원,100,물리치료사,3
2784,25778,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,친절요양병원,200,사회복지사,1
2785,25779,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인 동림의료재단 로얄힐스요양병원,71,약사,1
2786,25780,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인 동림의료재단 로얄힐스요양병원,100,물리치료사,4
2787,25781,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인 동림의료재단 로얄힐스요양병원,200,사회복지사,1
2788,25782,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,의료법인혜주의료재단 더편한요양병원,100,물리치료사,1
2789,25783,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,의료법인혜주의료재단 더편한요양병원,200,사회복지사,1
2790,25784,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,(의)수의료재단 서청솔요양병원,71,약사,1
2791,25785,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,(의)수의료재단 서청솔요양병원,100,물리치료사,13
2792,25786,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,(의)수의료재단 서청솔요양병원,110,작업치료사,8
2793,25787,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,(의)수의료재단 서청솔요양병원,200,사회복지사,2
2794,25788,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,의료법인합포의료재단마산우리요양병원,71,약사,1
2795,25789,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,의료법인합포의료재단마산우리요양병원,100,물리치료사,12
2796,25790,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,의료법인합포의료재단마산우리요양병원,110,작업치료사,7
2797,25791,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,의료법인합포의료재단마산우리요양병원,200,사회복지사,1
2798,25792,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,성은효요양병원,71,약사,1
2799,25793,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,성은효요양병원,100,물리치료사,1
2800,25794,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,성은효요양병원,200,사회복지사,1
2801,25795,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,의료법인 삼포의료재단 현대요양병원,100,물리치료사,2
2802,25796,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,의료법인 삼포의료재단 현대요양병원,110,작업치료사,1
2803,25797,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,의료법인 삼포의료재단 현대요양병원,200,사회복지사,1
2804,25798,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,(의)밀성학원의료재단 성모요양병원,71,약사,1
2805,25799,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,(의)밀성학원의료재단 성모요양병원,100,물리치료사,1
2806,25800,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,(의)밀성학원의료재단 성모요양병원,200,사회복지사,1
2807,25801,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인 행복한의료재단 센텀요양병원,71,약사,1
2808,25802,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인 행복한의료재단 센텀요양병원,100,물리치료사,12
2809,25803,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인 행복한의료재단 센텀요양병원,110,작업치료사,4
2810,25804,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인 행복한의료재단 센텀요양병원,200,사회복지사,2
2811,25805,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,의료법인에스씨의료재단 파크힐요양병원,100,물리치료사,1
2812,25806,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,의료법인에스씨의료재단 파크힐요양병원,200,사회복지사,1
2813,25807,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,복음요양병원,100,물리치료사,1
2814,25808,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,복음요양병원,200,사회복지사,1
2815,25809,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,산청요양병원,100,물리치료사,1
2816,25810,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,산청요양병원,200,사회복지사,1
2817,25811,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,효성요양병원,100,물리치료사,1
2818,25812,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,효성요양병원,200,사회복지사,1
2819,25813,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjODEjJDEjJDIjJDgz,한마음요양병원,71,약사,1
2820,25814,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjODEjJDEjJDIjJDgz,한마음요양병원,100,물리치료사,2
2821,25815,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjODEjJDEjJDIjJDgz,한마음요양병원,200,사회복지사,1
2822,25818,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,예정요양병원,71,약사,1
2823,25819,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,예정요양병원,100,물리치료사,5
2824,25820,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,예정요양병원,110,작업치료사,2
2825,25821,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,예정요양병원,200,사회복지사,1
2826,25822,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,다온자연요양병원,100,물리치료사,1
2827,25823,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,다온자연요양병원,200,사회복지사,1
2828,25824,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,의료법인 수영의료재단 고성제일요양병원,100,물리치료사,1
2829,25825,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,의료법인 수영의료재단 고성제일요양병원,200,사회복지사,1
2830,25826,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz,세나요양병원,100,물리치료사,2
2831,25827,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz,세나요양병원,200,사회복지사,2
2832,25828,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,방어진마린요양병원,100,물리치료사,2
2833,25829,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,방어진마린요양병원,200,사회복지사,2
2834,25830,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz,구인의료재단법인 오복요양병원,71,약사,1
2835,25831,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz,구인의료재단법인 오복요양병원,100,물리치료사,1
2836,25832,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz,구인의료재단법인 오복요양병원,200,사회복지사,2
2837,25833,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,언양요양병원,100,물리치료사,1
2838,25834,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,언양요양병원,200,사회복지사,1
2839,25835,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,의료법인 건강한의료재단 울산연세요양병원,71,약사,1
2840,25836,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,의료법인 건강한의료재단 울산연세요양병원,100,물리치료사,2
2841,25837,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,의료법인 건강한의료재단 울산연세요양병원,200,사회복지사,1
2842,25838,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,양산서울요양병원,71,약사,1
2843,25839,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,양산서울요양병원,100,물리치료사,24
2844,25840,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,양산서울요양병원,200,사회복지사,2
2845,25841,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,복음요양병원,100,물리치료사,2
2846,25842,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,복음요양병원,200,사회복지사,1
2847,25843,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인성인의료재단이에이씨창원요양병원,71,약사,1
2848,25844,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인성인의료재단이에이씨창원요양병원,100,물리치료사,18
2849,25845,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인성인의료재단이에이씨창원요양병원,110,작업치료사,7
2850,25846,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인성인의료재단이에이씨창원요양병원,200,사회복지사,2
2851,25847,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,우리요양병원,71,약사,1
2852,25848,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,우리요양병원,100,물리치료사,13
2853,25849,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,우리요양병원,110,작업치료사,6
2854,25850,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,우리요양병원,200,사회복지사,4
2855,25851,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,노블레스요양병원,100,물리치료사,3
2856,25852,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,노블레스요양병원,200,사회복지사,1
2857,25853,JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,풍경요양병원,100,물리치료사,1
